Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Wildwood Lake Dam,,,SC01321,,SC01321,SUMMER LAKES AND WILDWOOD LAKE HOMEOWNERS ASSOCIATION INC,Private,Private,0,No,,No,Other,Other;Recreation,South Carolina,D0708,33.6184,-81.6719,South Carolina,Aiken,,,BRADLEY MILL BRANCH,"South Carolina, Congressional District 02",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,19,,,19,Less than 25 feet,,,1957,1950-1959,,102,102,84,15,,,,,,,,,,,9/15/2023,8/10/2017,5,Low,Poor,8/10/2017,,,Not Required,,No,https://damsafety.org/south-carolina
Deussen Reservoir Dam,,,TX00617,,TX00617,SUE MCRAE,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",Texas,TX00617,33.196727,-97.385737,Texas,Denton,,,TR-DENTON CREEK,"Texas, Congressional District 26",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,34,34,34,34,25-50 feet,1500,0,1952,1950-1959,,580,580,224,29,0.95,2,Uncontrolled,54,,,,,,Uncontrolled2,9/10/2024,11/20/2019,5,Significant,Fair,5/29/2020,Normal Operations,5/21/2022,Yes,3/11/2011,No,https://damsafety.org/texas
Unicorn Lake Dam,,,TX00614,,TX00614,MICHAEL SMITH,Private,Private,0,No,CARTER & BURGESS;ESPEY HOUSTON AND ASSOCIATES INC (1984),No,Recreation,Recreation,Texas,TX00614,33.170744,-97.096421,Texas,Denton,,,TR-PECAN CREEK,"Texas, Congressional District 13",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,13,13,13,13,Less than 25 feet,550,0,1917,1910-1919,2001H,273,273,88,12,0.8,4745,Uncontrolled,95,,,,,,Uncontrolled2,9/10/2024,6/1/2022,5,High,Fair,1/31/2023,Enforcement Pending/Ongoing,5/21/2022,Yes,5/24/2013,No,https://damsafety.org/texas
Whitehouse Dam,,,TX00245,,TX00245,CITY OF TYLER,Local Government,Local Government,0,No,T C FORREST JR;WISENBAKER FIX & ASSOCIATES,No,Water Supply,Water Supply,Texas,TX00245,32.208816,-95.169241,Texas,Smith,,,PRAIRIE CREEK,"Texas, Congressional District 01",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,50,50,50,50,51-100 feet,4709,0,1949,1940-1949,2015O,85810,85810,42500,3584,45,32666,Uncontrolled,200,,,,,,Slide (sluice gate)3;Uncontrolled1,9/10/2024,9/22/2021,5,High,Satisfactory,6/1/2022,Normal Operations,6/1/2022,Yes,2/21/2013,No,https://damsafety.org/texas
Meridian Creek #2 Dam,Meridian Creek #2,,TN11303,,TN11303,"Morris, William T., Jr. & David",Private,Private,0,No,USDA NRCS,No,,,Tennessee,577003,35.512222,-88.816944,Tennessee,Madison,MALESUS,0,MERIDIAN CREEK,"Tennessee, Congressional District 08",,No,,TENN SAFE DAMS PRG,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,,14,27,27,25-50 feet,1000,,1961,1960-1969,,1298,1298,177,40.5,2.96,0,Uncontrolled,0,,,,,,None,10/24/2024,1/10/2023,3,Low,Satisfactory,1/10/2023,,,Not Required,,No,https://damsafety.org/tennessee
Asbury Hills Dam,,Methodist Pond Dam,SC01716,,SC01716,SC UNITED METHODIST CAMP AND RETREAT,Private,Private,0,No,,No,Recreation,Recreation,South Carolina,D3983,35.081,-82.6394,South Carolina,Greenville,,,TR-MATTHEWS CREEK,"South Carolina, Congressional District 04",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,30,,,30,25-50 feet,,,1960,1960-1969,,54,54,40,5,,,,,,,,,,,9/11/2024,8/13/2024,2,High,Fair,8/13/2024,,,Yes,8/21/2024,No,https://damsafety.org/south-carolina
Stanley Mcjunkin Dam,,,SC02648,,SC02648,STANLEY MCJUNKIN,Private,Private,0,No,,No,Debris Control,Debris Control;Recreation,South Carolina,D4396,34.8902,-82.508,South Carolina,Pickens,,,TR-SALUDA RIVER,"South Carolina, Congressional District 03",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,37,,,37,25-50 feet,,,1992,1990-1999,,170,170,115,13,,,,,,,,,,,9/15/2023,9/16/2022,2,High,Fair,9/16/2022,,,Yes,6/12/2019,No,https://damsafety.org/south-carolina
Tex Harmon Dam,,,SC02639,,SC02639,KATHY H RAMSEY AND WALLACE K HARMON;VALERIE AND TIM WILLIAMS,Private,Private,0,No,USDA NRCS,No,Debris Control,Debris Control;Recreation,South Carolina,D4388,35.1435,-82.0512,South Carolina,Spartanburg,,,TR-OBED CREEK,"South Carolina, Congressional District 05",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,N/A,,,,,27,,,27,25-50 feet,,,1992,1990-1999,,187,187,123,15,,,,,,,,,,,9/15/2023,5/24/2017,5,Low,Fair,5/24/2017,,,Not Required,,No,https://damsafety.org/south-carolina
Freemans Lake Dam,Robert Caldwell Pond Dam,,SC01745,,SC01745,EDNA H CALDWELL,Private,Private,0,No,,No,Recreation,Recreation,South Carolina,D2843,34.7427,-82.4537,South Carolina,Greenville,,,TR-SALUDA RIVER,"South Carolina, Congressional District 03",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,19,,,19,Less than 25 feet,,,1948,1940-1949,,96,96,80,8,,,,,,,,,,,9/15/2023,5/8/2017,5,Low,Poor,5/8/2017,,,Not Required,,No,https://damsafety.org/south-carolina
Stewart Lake Dam,,,TX00111,,TX00111,RISHER RANDALL,Private,Private,0,No,UNKNOWN,No,Irrigation,Irrigation;Recreation,Texas,TX00111,30.381824,-95.689387,Texas,Montgomery,,,STEWART CREEK,"Texas, Congressional District 08",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,29,21,29,29,25-50 feet,1000,0,1958,1950-1959,,518,518,188,35,0,2085,Uncontrolled,94,,,,,,Uncontrolled3;Valve1,9/10/2024,12/8/2021,5,Significant,Fair,3/17/2022,Normal Operations,5/21/2022,Yes,12/27/2010,No,https://damsafety.org/texas
Mccarter Pond Dam,,,SC01740,,SC01740,JACKSON H MCCARTER AND PAMELA K MCCARTER,Private,Private,0,No,,No,Recreation,Recreation,South Carolina,D1179,35.0745,-82.4267,South Carolina,Greenville,,,TR-JOHNSON CREEK,"South Carolina, Congressional District 04",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,27,,,27,25-50 feet,,,1954,1950-1959,,66,66,48,6,,,,,,,,,,,9/11/2024,12/20/2023,2,High,Fair,12/20/2023,,,Yes,4/11/2018,No,https://damsafety.org/south-carolina
Lake Lynn Dam,Cliffs Valley,,SC01736,,SC01736,CLIFFS VALLEY COMMUNITY ASSOCIATION,Private,Private,0,No,,No,Recreation,Recreation,South Carolina,D1171,35.1377,-82.4485,South Carolina,Greenville,,,TR-TERRY CREEK,"South Carolina, Congressional District 04",,Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,43,,,43,25-50 feet,,,1945,1940-1949,,106,106,106,12,,,,,,,,,,,9/15/2023,6/27/2023,2,High,Fair,6/27/2023,,,Yes,6/13/2019,No,https://damsafety.org/south-carolina
Caddo Creek Lake Dam,,,TX00181,,TX00181,PAUL CALHOUN,Private,Private,0,No,HALFF AND ASSOCIATES INC;UNKNOWN,No,Recreation,Recreation,Texas,TX00181,32.080181,-95.635043,Texas,Henderson,POYNOR,2,CADDO CREEK,"Texas, Congressional District 05",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,31,31,31,31,25-50 feet,3000,0,1962,1960-1969,2012H,9342,9342,2950,213,16,6253,Uncontrolled,605,,,,,,Slide (sluice gate)1;Uncontrolled2;Valve1,9/10/2024,3/30/2022,2,High,Unsatisfactory,5/23/2022,Enforcement Pending/Ongoing,5/21/2022,No,,No,https://damsafety.org/texas
Colonial House Lake Dam,,,TX00598,,TX00598,CITY OF CARROLLTON,Local Government,Local Government,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,Recreation,Texas,TX00598,33.003848,-96.882703,Texas,Denton,CARROLLTON,0.1,FURNEAUX CREEK,"Texas, Congressional District 26",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock;Soil,17,17,17,17,Less than 25 feet,1067,0,1960,1960-1969,,139,139,78.2,27,4,2515,Uncontrolled,371,,,,,,Uncontrolled2,9/10/2024,7/1/2021,2,High,Poor,8/16/2019,Enforcement Pending/Ongoing,5/21/2022,Yes,12/28/2010,No,https://damsafety.org/texas
Mcnairy Cypress Creek #16 Dam,Mcnairy-Cypress Creek #16,,TN10912,,TN10912,McNairy County,Local Government,Local Government,0,No,NRCS,No,,,Tennessee,557013,35.177778,-88.527222,Tennessee,McNairy,,0,SIBLEY BRANCH,"Tennessee, Congressional District 08",,No,,TENN SAFE DAMS PRG,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,,20,30,30,25-50 feet,940,,1982,1980-1989,,791,791,105,23.4,1.4,0,Uncontrolled,0,,,,,,None,10/24/2024,6/20/2024,1,High,Satisfactory,6/20/2024,,,Yes,,No,https://damsafety.org/tennessee
Lindale Club Dam,,,TX00293,,TX00293,LINDALE CLUB LAKE,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,Recreation,Texas,TX00293,32.560167,-95.418724,Texas,Smith,,,MACS CREEK,"Texas, Congressional District 01",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,14,14,14,14,Less than 25 feet,360,0,1914,1910-1919,,685,685,197,0,0,,None,,,,,,,None1,9/10/2024,10/19/1971,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Totem Lake,,,PA00042,,PA00042,ERIC AND DORIS CHAFFEE,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D08-008,41.76055556,-76.24388889,Pennsylvania,Bradford,,,CAMPS CREEK,"Pennsylvania, Congressional District 09",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,12,,,12,Less than 25 feet,151,,1919,1910-1919,,132,132,92,34,1.1,,,,,,,,,,4/9/2021,11/18/2020,1,High,Poor,,,,Yes,,No,https://damsafety.org/pennsylvania
Yellow Creek,,,PA00282,,PA00282,DCNR,State,State,0,No,,No,Recreation,Recreation,Pennsylvania,D32-074,40.59083333,-79.05305556,Pennsylvania,Indiana,,,YELLOW CREEK,"Pennsylvania, Congressional District 14",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,62,,,62,51-100 feet,625,,1969,1960-1969,2007S,37800,37800,13800,710,52.5,,,,,,,,,,4/9/2021,6/17/2020,1,High,Satisfactory,,,,Yes,,No,https://damsafety.org/pennsylvania
Manzanedo,,,PA00983,,PA00983,MANZANEDO ROD AND GUN CLUB,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D45-049,41.115,-75.19333333,Pennsylvania,Monroe,,,STONE MOUNTAIN RUN,"Pennsylvania, Congressional District 08",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,12,,,12,Less than 25 feet,222,,1914,1910-1919,,89,89,21,5,0.5,,,,,,,,,,4/9/2021,7/18/2018,5,Low,Fair,,,,Not Required,,No,https://damsafety.org/pennsylvania
Clear Lake,,,PA00175,,PA00175,SPARTANSBURG BOROUGH,Local Government,Local Government,0,No,,No,Recreation,Recreation,Pennsylvania,D20-003,41.82472222,-79.68555556,Pennsylvania,Crawford,,,EAST BRANCH OIL CREEK,"Pennsylvania, Congressional District 16",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,11,,,11,Less than 25 feet,130,,1855,Before 1900,2008O,782,782,393,118,14.1,,,,,,,,,,4/9/2021,10/8/2020,2,Significant,Not Rated,,,,Yes,,No,https://damsafety.org/pennsylvania
Hidden Lake,,,PA01136,,PA01136,RACE FAMILY,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D40-228,41.21527778,-76.2,Pennsylvania,Luzerne,,,TR SHICKSHINNY CREEK,"Pennsylvania, Congressional District 09",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20,,,20,Less than 25 feet,550,,1967,1960-1969,,87,87,82,16,0.36,,,,,,,,,,4/9/2021,1/2/2019,2,Significant,Poor,,,,Yes,,No,https://damsafety.org/pennsylvania
Spangenberg Lake,,,PA01556,,PA01556,GEORGE SPANGENBERG,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D35-123,41.43055556,-75.45222222,Pennsylvania,Lackawanna,,,TR JONES CREEK,"Pennsylvania, Congressional District 08",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,,,15,Less than 25 feet,555,,1949,1940-1949,,350,350,240,45,0.4,,Uncontrolled,,,,,,,,4/9/2021,9/23/2020,2,Significant,Fair,,,,No,,No,https://damsafety.org/pennsylvania
Purdy (Stump Pond),,,PA00063,,PA00063,PA FISH & BOAT COMMISSION,State,State,0,No,,No,Recreation,Recreation,Pennsylvania,D58-011,41.86166667,-75.66666667,Pennsylvania,Susquehanna,,,SALT LICK CREEK,"Pennsylvania, Congressional District 09",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Masonry,Masonry;Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,7,,,7,Less than 25 feet,52,,1919,1910-1919,,62,62,54,12,6.63,,,,,,,,,,4/9/2021,5/18/2017,5,Low,Unsatisfactory,,,,Not Required,,No,https://damsafety.org/pennsylvania
Wicks,,,PA01085,,PA01085,CHRISTIAN HERALD ASSOCIATION,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D52-063,41.12,-75.01833333,Pennsylvania,Pike,,,TR LITTLE BUSHKILL CREEK,"Pennsylvania, Congressional District 08",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Concrete,Unlisted/Unknown,11,,,11,Less than 25 feet,450,,1931,1930-1939,,75,75,34.4,8.5,2.03,,Uncontrolled,50,,,,,,,4/9/2021,7/26/2018,5,Low,Fair,,,,Not Required,,No,https://damsafety.org/pennsylvania
Mosquito Creek,Distribution Reservoir,,PA01012,,PA01012,WILLIAMSPORT MUNICIPAL WATER AUTHORITY,Local Government,Local Government,0,No,,No,Water Supply,Water Supply,Pennsylvania,D41-002,41.2025,-77.04611111,Pennsylvania,Lycoming,,,WTRSHD MOSQUITO CREEK,"Pennsylvania, Congressional District 15",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,,,15,Less than 25 feet,1201,,1890,Before 1900,,64,64,50,5,0.6,,,,,,,,,,4/9/2021,10/14/2020,1,High,Fair,,,,Yes,,No,https://damsafety.org/pennsylvania
Galion Bay,Lake Rene,,PA00747,,PA00747,"TREASURE LAKE PROPERTY OWNERS ASSOCIATION, INC.",Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D17-107,41.15805556,-78.71777778,Pennsylvania,Clearfield,,,TR GRAVEL LICK RUN,"Pennsylvania, Congressional District 15",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,37,,,37,25-50 feet,420,,1971,1970-1979,,6750,6750,3700,310,4.4,,,,,,,,,,4/9/2021,9/30/2020,1,High,Fair,,,,Yes,,No,https://damsafety.org/pennsylvania
Rehfeldt,,,PA01522,,PA01522,EUGENE REHFELDT,Private,Private,0,No,,No,Other,Other,Pennsylvania,D08-066,41.73555556,-76.56944444,Pennsylvania,Bradford,,,TR TOWANDA CREEK,"Pennsylvania, Congressional District 09",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,,,15,Less than 25 feet,600,,1983,1980-1989,,334.3,334.3,112,20,0.5,,,,,,,,,,4/9/2021,6/10/2015,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/pennsylvania
Spruce Run Reservoir,,,PA00587,,PA00587,PA AMERICAN WATER COMPANY,Private,Private,0,No,,No,Water Supply,Water Supply,Pennsylvania,D60-007,41.02972222,-77.00083333,Pennsylvania,Union,,,SPRUCE RUN,"Pennsylvania, Congressional District 15",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,46,,,46,25-50 feet,4900,,1957,1950-1959,2005S,1860,1860,1600,64,13.5,,,,,,,,,,4/9/2021,6/9/2020,1,High,Fair,,,,Yes,,No,https://damsafety.org/pennsylvania
Carlton Hills Pond G,None,None,OR03889,,OR03889,"JACKSON FAMILY WINES, INC.",Private,Private,0,No,CH2M HILL,No,Water Supply,Water Supply,Oregon,C-31,45.29338836,-123.2466507,Oregon,Yamhill,,,,"Oregon, Congressional District 06",,Yes,Yes,OWRD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,24,,,24,Less than 25 feet,0,1000,2008,Since 2000,,73,0,73,0,0,0,,0,0,0,0,,,,4/7/2021,9/24/2018,6,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/oregon
Shaver's Creek,Lake Perez,,PA00577,,PA00577,PENNSYLVANIA STATE UNIVERSITY,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D31-072,40.65888889,-77.9175,Pennsylvania,Huntingdon,,,SHAVER CREEK,"Pennsylvania, Congressional District 13",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,48,,,48,25-50 feet,600,,1961,1960-1969,,2291,2291,1224,72,8.3,,,,,,,,,,4/9/2021,11/4/2020,1,High,Satisfactory,,,,Yes,,No,https://damsafety.org/pennsylvania
Shady Creek,None,None,OR03875,,OR03875,CRAIG WOODWARD,Private,Private,0,No,,No,Irrigation,Irrigation,Oregon,S-127,44.3937688,-120.257034,Oregon,Crook,,0,,"Oregon, Congressional District 02",,Yes,Yes,OWRD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,32,,,32,25-50 feet,0,0,,Undetermined,,490,0,490,0,0,0,,0,0,0,0,,,Needle,4/7/2021,6/9/2020,6,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/oregon
Kooser Run,,,PA00269,,PA00269,DCNR,State,State,0,No,,No,Recreation,Recreation,Pennsylvania,D56-061,40.05666667,-79.22472222,Pennsylvania,Somerset,,,KOOSER RUN,"Pennsylvania, Congressional District 14",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,27,,,27,25-50 feet,200,,1959,1950-1959,,71,71,31,4,3.23,,,,,,,,,,4/9/2021,3/25/2021,1,High,Fair,,,,Yes,,No,https://damsafety.org/pennsylvania
North Lake,,,PA00268,,PA00268,WILD ACRES LAKES PROPERTY OWNERS ASSOCIATION,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D52-180,41.21111111,-74.95444444,Pennsylvania,Pike,,,TR HORNBECKS CREEK,"Pennsylvania, Congressional District 08",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,18,,,18,Less than 25 feet,730,,1972,1970-1979,,112,112,80,15,0.5,,,,,,,,,,4/9/2021,4/1/2020,1,High,Poor,,,,Yes,,No,https://damsafety.org/pennsylvania
Pike Township,,,PA00901,,PA00901,PIKE TOWNSHIP MUNICIPAL AUTHORITY,Local Government,Local Government,0,No,,No,Water Supply,Water Supply,Pennsylvania,D17-111,41.02,-78.57,Pennsylvania,Clearfield,,,BEAR RUN,"Pennsylvania, Congressional District 15",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,42,,,42,25-50 feet,415,,1975,1970-1979,,40,40,25,3,3.9,,,,,,,,,,4/9/2021,7/9/2015,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/pennsylvania
Fishpond,,,PA00899,,PA00899,"NICHOLAS SPOCK, M.D.",Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D19-081,40.91,-76.37166667,Pennsylvania,Columbia,,,TR ROARING CREEK,"Pennsylvania, Congressional District 09",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,39,,,39,25-50 feet,567,,1975,1970-1979,,227,227,170,8,0.21,,,,,,,,,,4/9/2021,6/6/2013,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/pennsylvania
Morganza,,,PA00492,,PA00492,SOUTHPOINTE GOLF CLUB LTD.,Private,Private,0,No,,No,Flood Risk Reduction,Flood Risk Reduction,Pennsylvania,D63-012,40.28388889,-80.16861111,Pennsylvania,Washington,,,MORGANZA RUN,"Pennsylvania, Congressional District 14",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,24,,,24,Less than 25 feet,300,,1991,1990-1999,,72,72,44,6.7,2.2,,,,,,,,,,4/9/2021,7/3/2017,5,Low,Satisfactory,,,,Not Required,,No,https://damsafety.org/pennsylvania
Tualatin Park,None,None,OR03317,,OR03317,TRI COUNTY INDUSTRIAL PARKS,Private,Private,0,No,,No,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond",Oregon,T-47,45.36864852,-122.7890701,Oregon,Washington,NASOMA,,"TUALATIN RIVER, TRIB TO","Oregon, Congressional District 06",,Yes,Yes,OWRD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,22,17,23,23,Less than 25 feet,300,100,1970,1970-1979,,28,28,27.5,4.4,0.5,111,,0,0,0,0,,,Slide (sluice gate),4/7/2021,11/15/2019,3,Significant,Not Rated,,,,No,,No,https://damsafety.org/oregon
Cadjaw Pond,,,PA00168,,PA00168,LAKE CADJAW WATERSHED ASSOCIATION,Private,Private,0,No,USDA NRCS,No,Recreation,Recreation,Pennsylvania,D64-010,41.56166667,-75.27361111,Pennsylvania,Wayne,,,TR WEST BR LACKAWAXEN RIVER,"Pennsylvania, Congressional District 08",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,27,,,27,25-50 feet,380,,1914,1910-1919,2007O;2009M,1229,1229,921,89,0.7,,Uncontrolled,,,,,,,,5/24/2021,1/20/2021,1,High,Poor,,,,Yes,,No,https://damsafety.org/pennsylvania
Diamond Lake,,,PA01552,,PA01552,JOHN C. MCNAY,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D30-022,39.96666667,-80.185,Pennsylvania,Greene,,,TR RUFF CREEK,"Pennsylvania, Congressional District 14",,Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,35,,,35,25-50 feet,,,,Undetermined,,47,47,6,4,0.15,,,,,,,,,,4/9/2021,7/5/2017,5,Low,Fair,,,,Not Required,,No,https://damsafety.org/pennsylvania
